1236_5	gorilla
1236_5	elephant
1236_5	camel
1236_5	giraffe
1236_5	whale
1236_5	seal
1236_5	rhino
1236_5	rabbit
1236_5	tortoise
1236_5	armadillo
1236_5	anteater
1236_5	monkey
1236_5	chimp
1236_5	wolf
1237_2	dog
1237_2	cat
1237_2	bird
1237_2	fish
1237_2	elephant
1237_2	lion
1237_2	tiger
1237_2	zebra
1237_2	bear
1237_2	deer
1237_2	jak
1237_2	moose
1237_2	donkey
1237_2	horse
1237_2	cow
1237_2	buffalo
1237_2	pig
1237_2	chicken
1237_2	goose
1237_4	beaver
1237_4	cat
1237_4	dog
1237_4	horse
1237_4	tiger
1237_4	lion
1237_4	donkey
1237_4	bear
1237_4	fox
1237_4	zebra
1237_4	elephant
1237_4	rhino
1237_4	chicken
1237_4	duck
1237_4	oreole
1237_4	cardinal
1237_4	blue jay
1237_4	sparrow
1237_4	hippo
1237_4	rhino
1237_6	cat
1237_6	dog
1237_6	bird
1237_6	zebra
1237_6	giraffe
1237_6	elephant
1237_6	horse
1237_6	cow
1237_6	sheep
1237_6	lamb
1237_6	mouse
1237_6	lion
1237_6	tiger
1237_6	wolf
1237_6	cat fish
1237_6	deer
1238_1	cat
1238_1	dog
1238_1	mouse
1238_1	fox
1238_1	tiger
1238_1	lion
1238_1	hippo
1238_1	giraffe
1238_1	deer
1238_1	bear
1239_2	dog
1239_2	cat
1239_2	robin
1239_2	blue jay
1239_2	wood pecker
1239_2	alligator
1239_2	cow
1239_2	horse
1239_2	ass
1239_2	donkey
1239_2	lion
1239_2	tiger
1239_2	zebra
1239_2	elephant
1239_2	deer
1239_2	buffalo
1239_2	moose
1239_2	cow
1239_2	pig
1239_4	dog
1239_4	cat
1239_4	mouse
1239_4	zebra
1239_4	horse
1239_4	monkey
1239_4	bird
1239_4	rat
1239_4	squirrel
1239_4	chipmunk
1239_4	giraffe
1239_6	cat
1239_6	dog
1239_6	mouse
1239_6	chicken
1239_6	duck
1239_6	turkey
1239_6	tiger
1239_6	cougar
1239_6	leopard
1239_6	cow
1239_6	sheep
1239_6	goat
1239_6	horse
1239_6	mule
1239_6	fish
1240_1	leopard
1240_1	cat
1240_1	dog
1240_1	lion
1240_1	tiger
1240_1	cheetah
1240_1	elephant
1240_1	rhino
1240_1	hippo
1240_1	giraffe
1240_1	gator
1240_1	chimp
1240_1	mole
1240_1	swquirrel
1240_1	chipmunk
1240_1	crocodile
1240_1	gorilla
1240_1	spider monkey
1240_1	spider  
1240_1	python
1240_3	lion
1240_3	tiger
1240_3	fox
1240_3	deer
1240_3	antelope
1240_3	elk
1240_3	moose
1240_3	owl
1240_3	seagull
1240_3	wren
1240_3	hawk
1240_3	eagle
1240_3	lamb
1240_3	calf
1240_3	cow
1240_3	sheep
1240_3	pig
1240_3	salmon
1240_3	trout
1241_2	moose
1241_2	rat
1241_2	giraffe
1241_2	lion
1241_2	cheetah
1241_2	baboon
1241_2	orangutan
1241_2	boa
1241_2	snake
1241_2	python
1241_2	cobra
1241_2	hog
1241_2	horse
1241_2	sleep
1241_2	pig
1241_2	cow
1241_2	lizard
1241_2	goat
1241_2	dog
1241_2	scorpion
1241_2	armadillo
1241_2	porcupine
1241_2	raccoon
1241_2	woodchuck
1241_2	cat
1241_5	dog
1241_5	cat
1241_5	pig
1241_5	cow
1241_5	bull
1241_5	aardvark
1241_5	anteater
1241_5	vole 
1241_5	mouse
1241_5	hawk
1241_5	bird
1241_5	robin
1241_5	duck
1241_5	goose
1241_5	bear
1241_5	moose
1241_7	dog
1241_7	cat
1241_7	goldfish
1241_7	buffalo
1241_7	deer
1241_7	mouse
1241_7	bear
1241_7	ferret
1241_7	fox
1241_7	rabbit
1241_7	frog
1241_7	trout
1241_7	bass
1241_7	cod
1241_7	picherel
1241_7	finch
1241_7	eagle
1241_7	hawk
1241_7	lion
1241_7	elephant
1241_7	giraffe
1241_7	zebra
1241_7	baboon
1241_7	monkey
1241_7	horse
1243_2	dog
1243_2	cat
1243_2	mouse
1243_2	hedgehog
1243_2	horse
1243_2	lion
1243_2	gazelle
1243_2	donkey
1243_2	giraffe
1243_2	elephant
1243_2	squirrel
1243_4	dog
1243_4	cat
1243_4	cow
1243_4	pig
1243_4	horse
1243_4	mice
1244_1	aardvark
1244_1	bear
1244_1	raccoon
1244_1	deer
1244_1	antelope
1244_1	platypus
1244_1	walrus
1244_1	doogang
1244_1	manatee
1244_1	whale
1244_1	porpoise
1244_1	fish
1244_1	cat
1244_1	dog
1244_1	squirrel
1244_1	ferret
1244_1	giraffe
1244_1	cougar
1244_1	cheetah
1244_1	lion
1244_1	antelope
1244_1	bison
1244_1	mouse
1244_1	rat
1244_1	bat  
1244_1	lemur
1244_1	robin
1244_5	aardvark
1244_5	camel
1244_5	lion
1244_5	tiger
1244_5	dog
1244_5	cat
1244_5	zebra
1244_5	giraffe
1244_5	rhino
1244_5	tasmanian devil
1244_5	kangaroo
1244_5	dingo
1244_5	wallabee
1244_5	eagle 
1244_5	sparrow
1244_5	vulture
1244_5	squirrel
1244_5	ferret
1244_5	parrot
1244_5	hummingbird
1244_7	collie
1244_7	afghan
1244_7	dog
1244_7	malamute
1244_7	golden retreiver
1244_7	labrador
1244_7	rhino
1244_7	hippo
1244_7	elephant
1244_7	tiger
1244_7	leopard
1244_7	lynx
1244_7	monkey
1244_7	gorilla
1244_7	baboon
1244_7	chimpanzee
1244_7	giraffe
1244_7	aardvark
1244_7	manatee
1244_7	donkey
1244_7	whale
1244_7	dolphins
1244_7	fish
1245_2	aardvark
1245_2	dog
1245_2	cat
1245_2	rat
1245_2	mouse
1245_2	squirrel
1245_2	deer
1245_2	elk
1245_2	moose
1245_2	lion
1245_2	tiger
1245_2	cougar
1245_2	panther
1245_2	monkey
1245_2	ape
1245_2	orangutan
1245_2	elephant
1245_2	giraffe
1245_2	zebra
1245_2	gnu
1245_2	guinea pig
1245_2	skunk
1245_2	hedge hog
1245_2	mole
1245_2	anteater
1245_2	kangaroo
1245_2	koala bear
1245_2	polar bear
1245_2	grizzly bear
1245_2	alligator
1245_2	crocodile
1245_4	anteater
1245_4	aardvark
1245_4	antelope
1245_4	bat
1245_4	dog
1245_4	cat
1245_4	giraffe
1245_4	zebra
1245_4	squirrel
1245_4	rat
1245_4	rabbit
1245_4	elephant
1245_4	whale
1245_4	kangaroo
1245_4	koala  
1245_4	lion
1245_4	tiger
1245_4	ape
1245_4	monkey
1245_4	mongoose
1245_4	rat
1245_4	mouse
1245_4	woodchuck
1245_4	porcupine
1245_4	skunk
1245_4	bear
1245_4	fox
1245_4	cougar
1245_6	ant
1245_6	beatle
1245_6	bee 
1245_6	bison
1245_6	elephant
1245_6	anteater
1245_6	zebra
1245_6	giraffe
1245_6	tiger
1245_6	cheetah
1245_6	ape
1245_6	monkey
1245_6	man
1245_6	horse
1245_6	donkey
1245_6	ass
1245_6	cow
1245_6	lamb
1245_6	sheep
1245_6	dog
1245_6	cat
1245_6	rabbit
1245_6	rat
1245_6	squirrel
1245_6	bat
1245_6	robin
1245_6	black bird
1245_6	swan
1245_6	duck
1245_6	stork
1246_1	tiger
1246_1	elephant
1246_1	lion
1246_1	zebra
1246_1	lynx
1246_1	giraffe
1246_1	weasel
1246_1	bear
1246_1	alligator
1246_1	mouse
1246_1	hyena
1246_1	crocodile
1246_1	rabbit
1246_1	chicken
1246_1	pig
1246_1	cow
1246_1	horse
1246_1	donkey
1246_1	buffalo
1246_1	antelope
1246_1	elk
1246_1	deer
1246_1	wolf
1246_1	fox
1246_3	aardvark
1246_3	beaver
1246_3	squirrel
1246_3	toad
1246_3	frog
1246_3	deer
1246_3	antelope
1246_3	bear
1246_3	seal
1246_3	fish
1246_3	dog
1246_3	coyote
1246_3	wolf
1246_3	fox
1246_3	monkey
1246_3	ape
1246_3	gibbon
1246_3	lion
1246_3	tiger
1246_3	hyena
1246_5	cobra
1246_5	tiger
1246_5	elephant
1246_5	beaver
1246_5	boar
1246_5	monkey
1246_5	ape
1246_5	lion
1246_5	crocodile
1246_5	fish
1246_5	giraffe
1246_5	elephant
1246_5	wolf
1246_5	coyote
1246_5	rabbit
1246_5	dog
1246_5	cat 
1246_5	lemur
1247_2	dog
1247_2	cat
1247_2	giraffe
1247_2	rhino
1247_2	monkey
1247_2	gorilla
1247_2	chimp
1247_2	horse
1247_2	ostrich
1247_2	oriole
1247_2	blue jay
1247_2	robin
1247_2	mole
1247_2	chicken
1247_4	dog
1247_4	cat
1247_4	giraffe
1247_4	rhino
1247_4	deer
1247_4	antelope
1247_4	caribou
1247_4	possum
1247_4	raccoon
1247_4	otar
1247_4	weasel
1247_4	elk
1247_4	ferret
1247_4	gerbil
1247_4	hamster
1247_4	snake
1247_4	rodent
1247_4	mouse
1247_4	hippo
1247_4	zebra
1248_1	cat
1248_1	dog
1248_1	horse
1248_1	rooster
1248_1	cow
1248_1	pig
1248_1	chicken
1248_1	bird
1248_1	robin
1248_1	turtle dove
1248_1	fish
1248_1	zebra
1248_1	duck
1248_1	goose
1248_1	horse
1248_1	cow
1248_1	pig
1248_1	goat
1248_1	sheep
1248_1	hawk
1248_3	cat
1248_3	dog
1248_3	rabbit
1248_3	vole
1248_3	beaver
1248_3	fox
1248_3	bear
1248_3	raccoon
1248_3	dog
1248_3	zebra
1248_3	elephant
1248_3	kangaroo
1248_3	whale
1248_3	shark
1248_3	bird
1248_3	monkey
1248_3	leopard
1248_3	lion
1248_5	horse
1248_5	cow
1248_5	chicken
1248_5	hog
1248_5	calf
1248_5	duck
1248_5	bird
1248_5	dog
1248_5	cat
1248_5	rabbit
1248_5	donkey
1248_5	duck
1248_5	goose
1248_5	chicken
1248_5	rooster
1248_5	duckling
1249_1	bear
1249_1	cow
1249_1	zebra
1249_1	antelope
1249_1	bison
1249_1	walrus
1249_1	seal
1249_1	polar bear
1249_1	crocodile
1249_1	alligarot
1249_1	snake
1249_1	dog
1249_1	cat
1249_1	pig
1249_1	horse
1249_1	cow
1249_1	donkey
1249_3	dog
1249_3	cat
1249_3	bird
1249_3	elephant
1249_3	giraffe
1249_3	zebra
1249_3	wildebeast
1249_3	snake
1249_3	python
1249_3	raccoon
1249_3	wolf
1249_3	lion
1249_3	tiger
1249_3	zebra
1249_3	fox
1249_5	dog
1249_5	cat
1249_5	mouse
1249_5	kangaroo
1249_5	elephant
1249_5	rhino
1249_5	giraffe
1249_5	rat
1249_5	gerbil
1249_5	owl
1250_2	cat
1250_2	dog
1250_2	mouse
1250_2	rat
1250_2	squirrel
1250_2	fox
1250_2	lion
1250_2	tiger
1250_2	fisher cat
1250_2	camel
1250_2	goat
1250_2	pig
1250_2	aardvark
1250_2	crow
1250_2	bird
1250_4	dog
1250_4	wolf
1250_4	cat
1250_4	lion
1250_4	jaguar
1250_4	lynx
1250_4	elephant
1250_4	moose
1250_4	deer
1250_4	skunk
1250_4	chipmunk
1250_4	squirrel
1250_4	mouse
1250_4	rat
1250_4	anteater
1250_4	bird
1250_4	alligator
1250_4	crocodile
1250_4	sea lion
1250_4	fish 
1250_4	shark
1250_4	otter
1250_4	beaver
1251_1	cat
1251_1	dog
1251_1	frog
1251_1	horse
1251_1	elephant
1251_1	chipmunk
1251_1	squirrel
1251_1	cow
1251_1	giraffe
1251_1	bear
1251_1	tiger
1251_1	lion
1251_1	rabbit
1251_1	fox
1251_1	moose
1251_1	sheep
1251_1	goat
1251_1	armadillo
1251_1	rat
1251_1	guinea pig
1251_1	ferret
1251_1	gerbil
1252_1	zebra
1252_1	hippo
1252_1	giraffe
1252_1	monkey
1252_1	dog
1252_1	cat
1252_1	horse
1252_1	wolf
1252_1	mouse
1252_1	porcupine
1252_1	fox
1252_1	possum
1252_1	armadillo
1252_1	donkey
1252_4	donkey
1252_4	horse
1252_4	colt
1252_4	cow
1252_4	cat
1252_4	pig
1252_4	sew
1252_4	piglet
1252_4	cat
1252_4	kitten
1252_4	dog
1252_4	puppy
1252_4	fox
1252_4	coyote
1252_4	skunk
1252_4	lion
1252_4	tiger
1252_4	hippo
1252_4	rhino
1252_4	zebra
1252_6	dog
1252_6	cat
1252_6	lion
1252_6	bear
1252_6	deer
1252_6	elk
1252_6	horse
1252_6	kangaroo
1252_6	anteater
1252_6	cat
1252_6	kitten
1252_6	duck
1252_6	bird
1252_6	fish
1252_6	alligator
1253_2	dog
1253_2	cat
1253_2	pig
1253_2	cat
1253_2	giraffe
1253_2	tiger
1253_2	lion
1253_2	monkey
1253_2	zebra
1253_2	elephant
1253_2	lion
1253_2	rat
1253_2	pig
1253_2	mouse
1253_2	platypus
1253_4	ant 
1253_4	aardvark
1253_4	tiger
1253_4	dog
1253_4	giraffe
1253_4	cat
1253_4	rabbit
1253_4	hare
1253_4	horse
1253_4	elephant
1253_4	lion
1253_4	monkey
1253_4	gorilla
1253_4	chimpanzee
1253_6	tiger
1253_6	lion
1253_6	aardvark
1253_6	ant 
1253_6	fox
1253_6	dinosaur
1253_6	leopard
1253_6	hippo
1253_6	elephant
1254_1	dog
1254_1	cat
1254_1	mouse
1254_1	rat
1254_1	sheep
1254_1	cow
1254_1	lamb
1254_1	tiger
1254_1	elephant
1254_1	raccoon
1254_1	muskrat
1254_1	monkey
1254_1	bear
1254_1	porcupine
1254_1	chicken
1254_1	duck
1254_1	geese
1254_1	bear
1254_1	llama
1254_1	elephant
1254_1	goat
1254_1	rabbit
1254_1	camel
1255_2	cat
1255_2	dog
1255_2	tiger
1255_2	elephant
1255_2	jaguar
1255_2	leopard
1255_2	zebra
1255_2	mouse
1255_2	horse
1255_2	cow
1255_2	pig
1255_2	donkey
1255_4	dog
1255_4	cat
1255_4	seal
1255_4	camel
1255_4	rhino
1255_4	hippo
1255_4	zebra
1255_4	panda
1255_4	bear
1255_4	fox
1255_4	ground hog
1255_4	wolf
1255_4	prarie dog
1255_4	lion
1255_4	tiger
1255_4	elk
1256_1	antelope
1256_1	elk
1256_1	dog
1256_1	cat
1256_1	squirrel
1256_1	chipmunk
1256_1	horse
1256_1	pony
1256_1	chicken
1256_1	duck
1256_1	rooster
1256_1	duck
1256_1	horse
1256_3	cat
1256_3	dog
1256_3	tiger
1256_3	elephant
1256_3	horse
1256_3	colt
1256_3	cow
1256_3	chipmunck
1256_3	chimp
1256_3	mule
1256_3	orangutan
1256_3	chicken
1256_3	duck
1258_2	aardvark
1258_2	zebra
1258_2	elephant
1258_2	lion
1258_2	tiger
1258_2	leopard
1258_2	zebra
1258_2	hyenna
1258_2	zebra
1258_2	elk
1258_2	moose
1258_2	deer
1258_2	ibex
1258_2	sheep
1258_2	ermine
1258_2	fox
1258_2	weasel
1258_2	marten
1258_2	fisher
1258_2	dog
1258_2	cat
1258_4	anteater
1258_4	elephant
1258_4	dog
1258_4	cat
1258_4	mouse
1258_4	rat
1258_4	roach
1258_4	giraffe
1258_4	zebra
1258_4	horse
1258_4	dog
1258_4	cat
1258_4	pony
1258_4	seal
1258_4	whale
1258_4	ostrich
1258_4	kangaroo
1258_4	wallaby
1259_2	dog
1259_2	cat
1259_2	bear
1259_2	horse
1259_2	rabbit
1259_2	raccoon
1259_2	hippo
1259_2	zebra
1259_2	moose
1259_2	deer
1259_2	beaver
1259_2	snake
1259_4	anteater
1259_4	antelope
1259_4	parrot
1259_4	zebra
1259_4	giraffe
1259_4	squirrel
1259_4	bear
1259_4	rabbit
1259_4	moose
1259_4	deer
1259_4	cat
1259_4	dog
1259_4	panda
1259_4	mouse
1259_4	pig
1259_4	chicken
1259_4	duck
1259_4	cow
1259_4	horse
1260_1	tiger
1260_1	fox
1260_1	cow
1260_1	horse
1260_1	pig
1260_1	dog
1260_1	cat
1260_1	rabbit
1260_1	mouse
1260_1	rat
1260_1	zebra
1260_1	giraffe
1260_1	elephant
1260_1	tiger
1260_1	bear
1260_1	woodchuck
1260_3	dog
1260_3	cat
1260_3	rabbit
1260_3	fox
1260_3	giraffe
1260_3	cow
1260_3	tiger
1260_3	elephant
1260_3	meerkat
1260_3	monkey
1260_3	snake
1260_3	lizard
1260_3	aligator
1260_3	crocodile
1260_3	lion
1260_5	dog
1260_5	cat
1260_5	cow
1260_5	lamb
1260_5	sheep
1260_5	giraffe
1260_5	elephant
1260_5	tiger
1260_5	leopard
1260_5	rabbit
1260_5	horse
1260_5	rhino
1260_5	beaver
1260_5	zebra
1260_5	giraffe
1261_2	cat 
1261_2	dog
1261_2	rabbit
1261_2	horse
1261_2	pig
1261_2	cow
1261_2	duck
1261_2	chicken
1261_2	rhino
1261_2	lion
1261_2	tiger
1261_2	elephant
1261_2	goat
1261_2	giraffe
1262_1	bee
1262_1	butterfly
1262_1	cat
1262_1	dog
1262_1	eel
1262_1	tiger
1262_1	lion
1262_1	giraffe
1262_1	cow
1262_1	elephant
1262_1	giraffe
1262_1	donkey
1262_1	spider
1262_1	ant
1262_1	worm
1262_1	eagle
1262_1	bluebird
1262_1	candle
1262_1	robin
1262_1	flicker
1262_1	woodpecker
1262_1	wren
1262_1	worthog
1262_3	dog
1262_3	cat
1262_3	ferret
1262_3	sheep
1262_3	cow
1262_3	horse
1262_3	zebra
1262_3	llama
1262_3	lion
1262_3	tiger
1262_3	cougar
1262_3	elephant
1262_3	eel
1262_3	gnu
1262_3	deer
1262_3	elk
1262_3	salmon
1262_3	tuna
1262_3	shad
1262_3	shellfish
1262_5	ape
1262_5	dog
1262_5	eat
1262_5	fish
1262_5	eel
1262_5	shake
1262_5	cow
1262_5	bull
1262_5	steer
1262_5	horse
1262_5	mare
1262_5	stall
1262_5	colt
1262_5	foal
1262_5	pelican
1262_5	gull
1262_5	wren
1262_5	hummingbird
1263_1	dog
1263_1	cat
1263_1	chicken
1263_1	hen
1263_1	horse
1263_1	fox
1263_1	elephant
1263_3	dog
1263_3	cat
1263_3	turtle
1263_3	supply
1263_3	giraffe
1263_3	elephant
1263_3	hippo
1263_3	rhino
1263_3	tiger
1263_3	lion
1263_3	seal
1263_3	chimp
1263_3	monkey
1263_3	ape
1263_3	orangutan
1263_3	gibbon
1263_3	lion
1263_3	tiger
1263_3	tortoise
1263_3	hare
1263_3	rabbit
1263_3	mongoose
1263_3	snake
1263_3	worm
1263_3	squirrel
1263_3	chipmunk
1263_3	bird
1263_3	eagle
1263_3	bull
1263_5	lion
1263_5	tiger
1263_5	zebra
1263_5	elephant
1263_5	cougar
1263_5	puma
1263_5	dog
1263_5	rat
1263_5	mouse
1263_5	leopard
1263_5	snake
1263_5	monkey
1263_5	panda
1263_5	bear
1263_5	bison
1263_5	cow
1263_5	sheep
1263_5	rooster
1263_5	hen 
1263_5	chicken
1263_5	turkey
1263_5	goose
1264_1	pig
1264_1	cow
1264_1	horse
1264_1	sheep
1264_1	lamb
1264_1	zebra
1264_1	giraffe
1264_1	lion
1264_1	tiger
1264_1	cheetah
1264_1	seal
1264_1	walrus
1264_1	birdy
1264_1	crow
1264_1	sparrow
1264_1	red bird
1264_3	fish
1264_3	whale
1264_3	dog
1264_3	cat
1264_3	elephant
1264_3	zebra
1264_3	coyote
1264_3	deer
1264_3	bear
1264_3	moose
1264_3	pig
1264_3	cow
1264_3	horse
1264_3	sheep
1264_3	rabbit
1264_3	squirrel
1265_2	dog
1265_2	cat
1265_2	squirrel
1265_2	zebra
1265_2	cow
1265_2	giraffe
1265_2	skunk
1265_2	moose
1265_2	elk
1265_2	elephant
1265_2	mule
1265_2	horse
1265_2	beaver
1265_2	otter
1265_2	weasel
1265_2	aardvark
1265_2	goldfish
1265_2	snake
1265_2	foot
1265_4	aardvark
1265_4	asbestos
1265_4	deer
1265_4	cow
1265_4	antelope
1265_4	porcupine
1265_4	mole
1265_4	chipmunk
1265_4	elephant
1265_4	rhino
1265_4	horse
1265_4	cow
1265_4	weasel
1265_4	beaver
1265_4	tiger
1265_4	lion
1265_4	possum
1265_4	eagle
1265_4	bluejay
1265_4	cardinal
1265_6	dog
1265_6	cat
1265_6	elephant
1265_6	giraffe
1265_6	squirrel
1265_6	donkey
1265_6	mule
1265_6	monkey
1265_6	ape
1265_6	chimpanzee
1265_6	chipmunk
1265_6	bat 
1265_6	rabbit
1265_6	horse
1265_6	donkey
1265_6	robin
1265_6	swallow
1265_6	pelican
1265_6	eagle
1265_6	panda
1265_6	aardvark
1265_6	wren
1265_6	bluejay
1265_6	robin
1265_6	fish
1265_6	perch
1265_6	bass 
1266_2	cat
1266_2	dog
1266_2	guinea pig
1266_2	rat
1266_2	elephant
1266_2	mouse
1266_2	bear
1266_2	lion
1266_2	tiger
1266_2	zebra
1266_2	wildebeest
1266_2	mule
1266_2	bluebird
1266_2	robin
1266_2	roach
1266_2	mosquito
1267_2	cat 
1267_2	dog
1267_2	monkey
1267_2	giraffe
1267_2	elephant
1267_2	tiger
1267_2	lion
1267_2	leopard
1267_2	panda
1267_2	snake
1267_2	fish
1267_2	gorilla
1267_2	elk
1268_1	cat
1268_1	dog
1268_1	porcupine
1268_1	ferret
1268_1	wolf
1268_1	fox
1268_1	whale
1268_1	chicken
1268_1	termite
1268_1	butterfly
1268_1	dancerfly
1268_1	moth
1268_1	moose
1268_1	antelope
1268_1	deer
1268_1	worm
1268_1	bird
1268_3	zebra
1268_3	donkey
1268_3	ocelot
1268_3	jaguar
1268_3	giraffe
1268_3	tiger
1268_3	snail
1268_3	weasel
1268_3	mink
1268_3	turkey
1268_3	stork
1268_3	tiger
1268_3	elephant
1268_3	camel
1268_3	rhino
1268_3	hippo
1268_3	horse
1268_3	dog
1268_3	cat
1268_3	mouse
1268_3	rat
1268_3	badger
1268_5	bear
1268_5	lion
1268_5	tiger
1268_5	lynx
1268_5	jaguar
1268_5	fern
1268_5	robin
1268_5	cockroach
1268_5	termite
1268_5	butterfly
1268_5	cricket
1268_5	gorilla
1268_5	orangutan
1268_5	shake
1268_5	hippopotamus
1268_5	giraffe
1268_5	dog
1268_5	cat
1268_5	squirrel
1269_2	whale
1269_2	bass  
1269_2	blue fish
1269_2	crab
1269_2	lobster
1269_2	mouse
1269_2	mole
1269_2	chipmunk
1269_2	rodent
1269_2	dog
1269_2	cat
1269_2	horse
1269_2	cow
1269_2	zebra
1269_2	giraffe
1269_2	elephant
1269_2	lion
1269_2	tiger
1269_2	ocelot
1269_2	groundhog
1269_2	skunk
1269_2	robin
1269_2	crow
1269_2	finch
1269_2	squirrel
1269_2	cow
1269_2	calf
1269_2	horse
1269_4	dog
1269_4	shelty
1269_4	collie
1269_4	mastif
1269_4	poodle
1269_4	cow
1269_4	bull
1269_4	horse
1269_4	mare
1269_4	gelding
1269_4	sheep
1269_4	ewel
1269_4	chicken
1269_4	hen
1269_4	turkey
1269_4	capon
1269_4	cat
1269_4	kitten
1269_4	skunk
1269_4	raccoon
1269_4	bull
1269_4	moose
1269_4	deer
1269_4	fawn
1269_4	bear
1269_4	goat
1269_4	giraffe
1270_2	turkey
1270_2	duck
1270_2	goose
1270_2	horse
1270_2	cow
1270_2	pig
1270_2	elephant
1270_2	lion 
1270_2	tiger
1270_2	bobcat
1270_2	camel
1270_2	trout
1270_2	salmon
1270_2	tuna
1270_2	mackerel
1270_2	cod
1270_2	halibut
1270_2	swordfish
1270_2	pickerel
1270_2	cat
1270_2	mouse 
1270_2	rat
