tarpon,5.031444822,107509
wolf_spider,3.773567049,5937
brown_creeper,4.102159183,12652
gull,5.752741229,565902
giant_squid,4.315949365,20699
chub,5.04901246,111947
ibex,4.825581891,66924
blowfish,4.318710119,20831
neanderthal,5.277664214,189524
chambered_nautilus,4.256429082,18048
sled_dog,4.272584149,18732
stickleback,4.631778493,42833
reed_bunting,3.239549721,1736
bird,7.119400245,13164375
starfish,5.312262006,205240
border_collie,4.254982879,17988
housefly,4.601712417,39968
bittern,4.910875092,81447
daschund,2.340444115,219
peahen,3.975431809,9450
theropod,4.335778739,21666
kingbird,4.668311353,46592
locust,5.795195029,624015
hummingbird,5.352031937,224922
axolotl,4.371381919,23517
tyrannosaurus_rex,4.39119984,24615
ocean_pout,3.064083436,1159
razor_clam,3.698709349,4997
pike_perch,3.604226053,4020
yellowfin_croaker,2.536558443,344
sea_lion,4.973931017,94174
argali,3.941511433,8740
potato_beetle,4.393820795,24764
turkey_buzzard,4.088277876,12254
flathead_catfish,3.548143637,3533
jaguar,5.702579584,504173
collie,5.33323965,215397
gyrfalcon,4.157335862,14366
redfish,4.53444496,34233
crawfish,5.106731303,127859
gray_wolf,4.842109763,69520
olive_ridley,3.581608366,3816
triggerfish,4.088455045,12259
tripletail,3.022428371,1053
vizsla,3.534026106,3420
filly,5.220678052,166218
bullhead_catfish,3.183554534,1526
omnivore,4.366591039,23259
jay,6.553945134,3580512
mealybug,4.332902806,21523
redwing,4.548794652,35383
tomato_hornworm,3.3872118,2439
mockingbird,5.108064146,128252
walleye,4.872348602,74533
queenfish,3.507855872,3220
black_mamba,3.795462894,6244
medicinal_leech,3.654753933,4516
hippo,5.321687476,209743
teleost_fish,4.074304344,11866
boxfish,3.395326393,2485
elephant,6.363660295,2310257
fox,6.849727181,7075012
termite,5.269814044,186129
pinto_horse,3.498172661,3149
grasshopper_mouse,3.579669294,3799
trapdoor_spider,3.255031163,1799
kangaroo_rat,4.439364278,27502
tabby_cat,4.138807765,13766
yellowtail_flounder,3.370142847,2345
pipistrelle,3.718667735,5232
woodchuck,5.028713554,106835
red_shouldered_hawk,2.161368002,145
flatworm,4.288226862,19419
musk_deer,4.102090526,12650
coyote,6.007340169,1017045
ladybug,4.670032365,46777
brachiopod,4.50551626,32027
flatfish,4.54863506,35370
vertebrate,5.826895944,671268
gander,5.208849659,161752
collared_peccary,3.836387419,6861
hermit,6.014281485,1033431
planaria,4.481729197,30320
mola,4.831914545,67907
roach,5.68899257,488644
ermine,5.403002061,252931
bonito,5.132586248,135702
diamondback_rattlesnake,3.76856411,5869
lion,6.723957079,5296111
nightjar,4.251784177,17856
chickadee,4.985974049,96822
gypsy_moth,4.797094343,62675
bee_moth,3.113274692,1298
killer_whale,4.654523069,45136
huntsman,5.42222367,264377
doggy,4.866151416,73477
common_scoter,3.06483222,1161
inchworm,4.043833654,11062
orchard_oriole,3.971043792,9355
bluefish,4.865121749,73303
devil,6.932462856,8559785
gerbil,4.725674828,53171
silvertip,4.073681699,11849
mallee_fowl,3.171433901,1484
ram,6.409241758,2565912
nyala,3.931864513,8548
firebug,4.045362103,11101
cuckoo,5.697029591,497771
osprey,5.121320145,132227
polecat,4.721843577,52704
borzoi,4.554864538,35881
hog,6.119184601,1315784
ortolan,4.257246465,18082
snapper,5.33162567,214598
leatherback_turtle,3.60238559,4003
pig,6.611542969,4088302
fruitfly,3.750739751,5633
guan,5.040420357,109754
musk_ox,4.393452355,24743
sable_antelope,3.773127924,5931
flea_beetle,4.166755639,14681
snowy_owl,4.321846883,20982
helminth,4.602038276,39998
carabao,4.497496351,31441
fox_squirrel,4.200522192,15868
vireo,5.0841686,121386
harpy_eagle,3.85388065,7143
lake_trout,4.874510808,74905
mink,5.673333376,471339
carp,5.675990856,474232
liger,4.050495759,11233
thylacine,3.922621672,8368
suckerfish,3.288919606,1945
clam,5.762969496,579388
bronc,4.748877697,56089
downy_woodpecker,4.257750551,18103
guinea_fowl,4.534114988,34207
prawn,4.821605225,66314
grasshopper,5.629313758,425906
snailfish,2.563481085,366
cottonmouth,4.341177235,21937
brown_bullhead,3.732152418,5397
stonefly,4.195124423,15672
seahorse,4.578925589,37925
banteng,3.767971721,5861
raven,6.2387933,1732979
amphioxus,4.795490715,62444
agama,4.369605434,23421
hooded_merganser,3.923295841,8381
horned_lizard,4.00838723,10195
dik_dik,2.927370363,846
narwhal,4.566732029,36875
hen,6.445523252,2789480
whitefish,5.146025654,139967
shar_pei,3.145196406,1397
honeycreeper,3.951191758,8937
tunny,4.668302032,46591
racehorse,4.885779479,76874
coney,5.456754598,286256
butterfly,6.225709011,1681547
cobia,4.079000252,11995
barnacle_goose,3.717420837,5217
pygmy_marmoset,3.296445794,1979
hairstreak_butterfly,2.63748973,434
gorilla,5.657093158,454039
bloodworm,3.581380689,3814
nightcrawler,3.735279448,5436
puppy,6.031090808,1074214
fisher,6.604154313,4019336
rainbow_trout,5.20135342,158984
tsetse,5.00634622,101472
sandfish,3.08278537,1210
standard_poodle,3.692935003,4931
lacewing,4.033101937,10792
wood_thrush,4.477439621,30022
megalodon,3.757244151,5718
cassowary,4.509296632,32307
gnatcatcher,4.279187678,19019
toy_poodle,3.848497018,7055
yellowtail,4.616800981,41381
lungless_salamander,2.56937391,371
lioness,5.259252138,181657
serval,4.063445953,11573
oarfish,3.272073788,1871
king_crab,4.414438502,25968
shipworm,3.83231727,6797
shorthorn,4.765720697,58307
muntjac,3.853393977,7135
prairie_grouse,3.475816413,2991
zebu,4.489466281,30865
timber_rattlesnake,3.743744879,5543
billy_goat,4.54174145,34813
bunny_rabbit,3.944334592,8797
cattle_egret,3.895533039,7862
ungulate,4.567931673,36977
rattler,5.068363997,117048
pit_bull,4.634195038,43072
soupfin,3.175511813,1498
woolly_bear,3.630427875,4270
tortoise,5.793371249,621400
bullock,5.849378255,706933
moth,6.090354709,1231274
whooping_crane,4.384317565,24228
krill,4.835563752,68480
miniature_pinscher,3.437909036,2741
loggerhead_turtle,3.809559715,6450
pomeranian,4.660115721,45721
salmonid,4.395798006,24877
mason_bee,3.181557774,1519
cocker_spaniel,4.633518952,43005
titanosaur,2.995196292,989
tiger_shark,4.132771829,13576
mountain_lion,5.028693228,106830
colobus_monkey,3.672744198,4707
gibbon,5.914347918,821009
indigo_bunting,4.14088498,13832
jack_mackerel,3.799202656,6298
bobwhite,4.688704512,48832
dairy_cow,4.530340597,33911
golden_labrador,3.126131407,1337
caterpillar,5.827004623,671436
wolf_pup,3.592620821,3914
waterbuck,4.173098818,14897
mandrill,4.136657162,13698
hummingbird_moth,2.814247596,652
grizzly_bear,5.176441449,150121
spitting_cobra,3.504334912,3194
myna_bird,3.346352974,2220
yellow_warbler,4.3622185,23026
wild_boar,5.267131818,184983
anglerfish,3.884115362,7658
wether,4.795713216,62476
tree_shrew,4.006808208,10158
toad,5.885895277,768945
staghorn_coral,3.398981067,2506
albatross,5.400415368,251429
pterosaur,3.982904118,9614
man,8.405828989,254582759
humanbeing,2.916980047,826
culex_pipiens,4.111766433,12935
scoter,4.399864008,25111
rusty_blackbird,3.695306522,4958
impala,4.829220123,67487
metazoan,4.493444109,31149
wiggler,4.325495139,21159
dormouse,4.707697891,51015
turkey,6.767768346,5858256
aquatic_mammal,3.378761175,2392
paddlefish,4.051152522,11250
takin,5.341377142,219471
mourning_dove,4.659773629,45685
woodpecker,5.589297111,388416
lyrebird,3.674217946,4723
dragonfly,5.102978804,126759
jack_russell_terrier,3.893095666,7818
forest_tent_caterpillar,3.639087871,4356
yellowthroat,4.202570046,15943
yearling,5.284110253,192358
porpoise,5.233392128,171156
cricket,5.980349759,955762
coonhound,3.757320097,5719
glider,5.430104094,269218
blue_marlin,4.164858247,14617
adelgid,3.720737977,5257
fawn,5.733247034,541062
pollywog,3.805024844,6383
ape,6.012398914,1028961
jackass,5.155190236,142952
wireworm,4.037267095,10896
cowrie,4.714539311,51825
spearfish,4.403977964,25350
steer,6.135401417,1365845
elver,4.059676994,11473
amoeba,5.301420685,200180
kid,6.77461447,5951336
tyrannosaurus,4.715727646,51967
saluki,3.872564143,7457
camel,6.123051541,1327552
smooth_dogfish,3.336059278,2168
blacktip_shark,3.009025742,1021
broadbill,4.008003672,10186
giant,6.832324809,6797118
aphid,5.242866779,174931
baleen_whale,3.734399743,5425
barnacle,5.087781418,122400
cairn_terrier,3.671358003,4692
kitty,6.173940819,1492591
sturgeon,5.528554209,337718
ocean_sunfish,3.480006943,3020
spring_peeper,3.644635504,4412
marlin,5.406778551,255140
german_shepherd,4.916911691,82587
flamingo,5.26212584,182863
amphipod,4.311690301,20497
songbird,4.736396502,54500
puma,5.219539994,165783
tetra,5.180031204,151367
fisher_cat,2.897077003,789
dalmatian,5.045025522,110924
papillon,4.715694216,51963
bass,6.631500792,4280562
sheepshead,4.603988314,40178
ormer,4.068964666,11721
sockeye,4.719331287,52400
doberman_pinscher,4.046963154,11142
coho,4.819958292,66063
lab,6.5534405,3576354
anteater,4.649130322,44579
heifer,5.482151541,303495
goat,6.365838461,2321873
duckling,5.160282408,144638
darter,4.926851569,84499
kiwi,5.053481804,113105
daddy_longlegs,4.02362279,10559
crayfish,5.429524579,268859
fly,7.029176525,10694895
angora_rabbit,3.401055726,2518
thoroughbred,5.421371912,263859
bumblebee,4.871660486,74415
racoon,4.426446194,26696
speckled_trout,4.309374625,20388
butterflyfish,4.010299957,10240
blenny,4.144636468,13952
jewfish,3.952986065,8974
snow_leopard,4.447033929,27992
aedes_aegypti,4.464474643,29139
comb_jelly,3.301464073,2002
boxer,5.83892776,690125
kelpie,4.352857562,22535
beluga_whale,3.65195607,4487
eagle_ray,3.432488256,2707
cattle,6.991457032,9805213
superbug,3.253822439,1794
stinkbug,3.643255225,4398
redhorse,3.94319763,8774
beaded_lizard,3.415140352,2601
chow_chow,4.015485498,10363
mustang,5.55104113,355665
gazelle,5.345203116,221413
gunnel,4.370772072,23484
joey,5.970347341,934001
mahimahi,4.289588953,19480
penguin,6.25042049,1780002
staffordshire_bull_terrier,3.283074975,1919
froghopper,3.260071388,1820
ocelot,4.575799584,37653
marabou,4.360233561,22921
bunny,5.809424355,644799
king_cobra,4.108598846,12841
ibis,5.479517727,301660
ringtail,4.193764433,15623
landlocked_salmon,3.990205615,9777
pewee,4.606596309,40420
