aardvark,404
Afghan_hound,57
Africanized_bee,26
agouti,46
akita,504
Alaskan_husky,10
albacore,510
albatross,3318
albino_python,21
alligator,5425
allosaurus,144
alpaca,1365
amoeba,1220
amphibian,1655
anaconda,1844
anchovy,1087
anemone,496
angelfish,198
angus,19656
animal,223171
ant,12765
anteater,347
antelope,2781
apatosaurus,259
ape,6462
armadillo,783
asp,6746
axolotl,178
baboon,1774
baby,350272
bacteria,65965
badger,6229
bald_eagle,1434
banana_slug,26
barn_owl,452
barracuda,1592
basking_shark,262
bass,41666
basset_hound,194
bat,90846
beagle,2635
bear,155896
bearded_dragon,147
beaver,10344
bedbug,1121
bee,34800
beetle,8829
beluga,1976
beluga_whale,276
bengal,66730
bengal_tiger,1067
betta,396
betta_fish,41
bichon,252
bilby,364
billy_goat,400
bird,112888
bison,8211
black_labrador,479
black_mamba,598
blackbird,2716
blacktail_deer,14
blacktip_reef_shark,11
bloodhound,1182
blowfish,354
blue_footed_boobies,10
blue_heron,450
blue_jay,931
bluebird,1987
bluefin_tuna,1320
bluefish,178
bluegill,120
boa,4007
boa_constrictor,380
boar,4022
bobcat,1337
boll_weevil,51
bolognese,1118
bonobo,653
border_collie,747
Boston_Terrier,150
bottlenose_dolphin,298
bottlenose_whale,25
boxer,32879
brachiosaurus,120
brine_shrimp,94
bronco,1704
brontosaurus,385
brown_recluse,226
brown_thrasher,10
bruin,2041
buck,29274
budgie,93
buffalo,44699
bug,27876
bull,70709
bull_shark,294
bulldog,4763
bullfrog,763
bumblebee,1437
bunny,11316
bunny_rabbit,138
burro,275
butterfly,21833
caiman,311
calf,21996
camel,10209
canary,9109
capuchin_monkey,153
capybara,331
caracal,377
cardinal,33372
caribou,6816
carp,6780
carrier_pigeon,145
cat,96461
caterpillar,7072
catfish,3739
cavy,36
centipede,1182
chameleon,2924
cheetah,4298
chick,9722
chickadee,299
chicken,102973
chihuahua,2590
chimp,2450
chimpanzee,2900
chinchilla,1102
chipmunk,577
chocolate_labrador,109
chow_chow,113
cichlid,141
civet,609
clam,2790
clownfish,335
clydesdale,1578
cobra,6869
cock,5521
cockatiel,98
cockatoo,1179
cocker_spaniel,549
cockroach,2679
cod,15343
codfish,311
collie,2593
colt,8197
condor,2653
copperhead,315
copperhead_snake,22
coral,26192
coral_snake,72
corgi,966
cottonmouth,194
cougar,5196
cow,47572
coyote,5551
crab,13669
crane,20662
crappie,181
crawdad,13
crawfish,602
crayfish,2584
cricket,353706
croc,1952
crocodile,12545
crow,14745
crustacean,863
cub,9012
daddy_longlegs,125
dalmatian,688
damselfly,106
daschund,42
deer,38047
devil,37678
diamondback,591
dik_dik,7
dingo,1593
dinosaur,17762
doberman,477
doberman_pinscher,76
dodo,2429
dodo_bird,151
doe,19103
dog,236994
dogfish,543
doggie,1444
dolphin,14761
donkey,10833
dormouse,271
dove,11306
downy_woodpecker,31
dragonfly,1708
dromedary,172
duck,38588
duckbill,74
duckbilled_platypus,5
duckling,929
dwarf_hamster,6
eagle,47127
earthworm,516
eel,3668
egret,455
elephant,48446
elk,8052
emperor_penguin,259
emu,3576
ermine,428
ewe,3590
fairy_shrimp,38
falcon,18217
fawn,1546
feline,4455
ferret,2180
finch,13666
firefly,2970
fish,246383
fisher,43922
flamingo,2131
flea,6235
flounder,1798
fly,140924
foal,2505
fox,131942
fox_terrier,193
french_bulldog,455
freshwater_fish,1004
frog,12307
fruitfly,75
gander,5697
garibaldi,996
garter_snake,80
gator,1660
gazelle,1347
gecko,1926
gerbil,327
german_shepherd,2151
giant_panda,1539
giant_squid,655
giant_tortoise,241
gibbon,1467
giraffe,5182
glider,2746
gnat,952
gnu,777
goat,22981
goatfish,25
golden_eagle,1003
golden_labrador,116
golden_retriever,1313
goldfinch,588
goldfish,2991
goose,14053
gopher,1426
gorilla,11773
grasshopper,1493
gray_wolf,340
great_dane,789
great_horned_owl,170
greater_yellowlegs,20
greyhound,10556
grizzly,5991
grizzly_bear,1858
groundhog,3019
grouper,1082
guinea_pig,1958
gull,2682
guppy,853
hairless_cat,37
hairy_woodpecker,17
halibut,1728
hammerhead,987
hammerhead_shark,266
hamster,2088
